time,distance,velocity,mach,height,target_drop,drop_adj,windage,windage_adj,look_distance,angle,density_factor,drag,energy,ogw,flag
2.142 s,484.0,740.3 km/h,0.60 mach,-16973.403,-16973.403 mm,-2.0085 °,0.000 mm,0.0000 °,484.0 m,-4.8398 °,1.654e-03,0.084,0 J,0.000 kg,RANGE
2.147 s,485.0,740.0 km/h,0.60 mach,-17058.221,-17058.221 mm,-2.0144 °,0.000 mm,0.0000 °,485.0 m,-4.8531 °,1.662e-03,0.084,0 J,0.000 kg,RANGE
2.152 s,486.0,739.7 km/h,0.60 mach,-17143.273,-17143.273 mm,-2.0202 °,0.000 mm,0.0000 °,486.0 m,-4.8664 °,1.670e-03,0.084,0 J,0.000 kg,RANGE
2.157 s,487.0,739.4 km/h,0.60 mach,-17228.56,-17228.560 mm,-2.0261 °,0.000 mm,0.0000 °,487.0 m,-4.8797 °,1.679e-03,0.084,0 J,0.000 kg,RANGE
2.162 s,488.0,739.2 km/h,0.60 mach,-17314.08,-17314.080 mm,-2.0320 °,0.000 mm,0.0000 °,488.0 m,-4.8931 °,1.687e-03,0.084,0 J,0.000 kg,RANGE
2.167 s,489.0,738.9 km/h,0.60 mach,-17399.835,-17399.835 mm,-2.0379 °,0.000 mm,0.0000 °,489.0 m,-4.9064 °,1.695e-03,0.084,0 J,0.000 kg,RANGE
2.172 s,490.0,738.6 km/h,0.60 mach,-17485.824,-17485.824 mm,-2.0438 °,0.000 mm,0.0000 °,490.0 m,-4.9197 °,1.703e-03,0.084,0 J,0.000 kg,RANGE
2.177 s,491.0,738.3 km/h,0.60 mach,-17572.048,-17572.048 mm,-2.0496 °,0.000 mm,0.0000 °,491.0 m,-4.9331 °,1.712e-03,0.084,0 J,0.000 kg,RANGE
2.181 s,492.0,738.0 km/h,0.60 mach,-17658.507,-17658.507 mm,-2.0555 °,0.000 mm,0.0000 °,492.0 m,-4.9465 °,1.720e-03,0.084,0 J,0.000 kg,RANGE
2.186 s,493.0,737.7 km/h,0.60 mach,-17745.201,-17745.201 mm,-2.0614 °,0.000 mm,0.0000 °,493.0 m,-4.9598 °,1.728e-03,0.084,0 J,0.000 kg,RANGE
2.191 s,494.0,737.4 km/h,0.60 mach,-17832.131,-17832.131 mm,-2.0673 °,0.000 mm,0.0000 °,494.0 m,-4.9732 °,1.736e-03,0.084,0 J,0.000 kg,RANGE
2.196 s,495.0,737.1 km/h,0.60 mach,-17919.296,-17919.296 mm,-2.0732 °,0.000 mm,0.0000 °,495.0 m,-4.9866 °,1.745e-03,0.084,0 J,0.000 kg,RANGE
2.201 s,496.0,736.9 km/h,0.60 mach,-18006.696,-18006.696 mm,-2.0791 °,0.000 mm,0.0000 °,496.0 m,-5.0000 °,1.753e-03,0.084,0 J,0.000 kg,RANGE
2.206 s,497.0,736.6 km/h,0.60 mach,-18094.333,-18094.333 mm,-2.0851 °,0.000 mm,0.0000 °,497.0 m,-5.0135 °,1.762e-03,0.084,0 J,0.000 kg,RANGE
2.211 s,498.0,736.3 km/h,0.60 mach,-18182.206,-18182.206 mm,-2.0910 °,0.000 mm,0.0000 °,498.0 m,-5.0269 °,1.770e-03,0.084,0 J,0.000 kg,RANGE
2.216 s,499.0,736.0 km/h,0.60 mach,-18270.315,-18270.315 mm,-2.0969 °,0.000 mm,0.0000 °,499.0 m,-5.0403 °,1.778e-03,0.084,0 J,0.000 kg,RANGE
2.221 s,500.0,735.7 km/h,0.60 mach,-18358.661,-18358.661 mm,-2.1028 °,0.000 mm,0.0000 °,500.0 m,-5.0538 °,1.787e-03,0.084,0 J,0.000 kg,RANGE
